id,time,nodeaddr,appeui,gwaddr,modulation,datarate,snr,rssi,freq,fcount,lat,lon,alt,accuracy,hdop,sats,provider,name,user_agent
34891146, 2020-11-28 10:17:06, feather_m0, iot_g4, FCC23DFFFE0B9926, LORA, SF10, -10.00, -117.00, 867.700, 3, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891147, 2020-11-28 10:17:06, feather_m0, iot_g4, FCC23DFFFE0B685F, LORA, SF10, 10.20, -92.00, 867.700, 3, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891148, 2020-11-28 10:17:06, feather_m0, iot_g4, C0EE40FFFF2947E1, LORA, SF10, 0.00, -118.00, 867.700, 3, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891125, 2020-11-28 10:16:49, feather_m0, iot_g4, FCC23DFFFE0B9926, LORA, SF09, -13.00, -110.00, 867.500, 2, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891126, 2020-11-28 10:16:49, feather_m0, iot_g4, FCC23DFFFE0B685F, LORA, SF09, 7.50, -94.00, 867.500, 2, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891127, 2020-11-28 10:16:49, feather_m0, iot_g4, C0EE40FFFF2947E1, LORA, SF09, -0.80, -119.00, 867.500, 2, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891101, 2020-11-28 10:16:38, feather_m0, iot_g4, FCC23DFFFE0B9926, LORA, SF08, -7.50, -118.00, 867.300, 1, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891102, 2020-11-28 10:16:38, feather_m0, iot_g4, FCC23DFFFE0B685F, LORA, SF08, 10.50, -90.00, 867.300, 1, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891084, 2020-11-28 10:16:27, feather_m0, iot_g4, C0EE40FFFF2947E1, LORA, SF07, -2.00, -120.00, 867.100, 0, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null
34891085, 2020-11-28 10:16:27, feather_m0, iot_g4, FCC23DFFFE0B685F, LORA, SF07, 10.00, -94.00, 867.100, 0, 0.000000, 0.000000, 0.0, 0.00, 0.0, 0, payload_fields, P7, null

